WKT,sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate,﻿站點名稱,緯度,經度,圖片,站點位置
"POINT (121.52661 25.03164)",5.0010112E8,YouBike2.0_愛國金山路口,33.0,12.0,大安區,2023-04-17 06:54:13,25.03164,121.52661,愛國東路與杭州南路二段口西南側,Daan Dist.,YouBike2.0_Aiguo & Jinshan Rd. Intersection,Aiguo E. Rd. & Sec. 2， Hangzhou S. Rd. Intersection (Southwest),21.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.54899 25.0237)",5.00101122E8,YouBike2.0_敦化南路二段293巷口南側,14.0,4.0,大安區,2023-04-17 06:53:17,25.0237,121.54899,敦化南路二段293巷口南側,Daan Dist.,YouBike2.0_Ln. 293， Sec. 2， Dunhua S. Rd (South),Ln. 293， Sec. 2， Dunhua S. Rd. (South),10.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.54839 25.02215)",5.00101123E8,YouBike2.0_敦化基隆路口,29.0,19.0,大安區,2023-04-17 06:52:38,25.02215,121.54839,敦化南路二段218號,Daan Dist.,YouBike2.0_Sec. 2， Dunhua S. Rd & Sec. 2， Keelung Rd Intersection,No. 218， Sec. 2， Dunhua S. Rd,10.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:38,2023-04-17,,,,,
"POINT (121.54988 25.02721)",5.00101124E8,YouBike2.0_安和路二段181巷口,17.0,2.0,大安區,2023-04-17 05:50:20,25.02721,121.54988,安和路二段185號,Daan Dist.,YouBike2.0_Ln. 181， Sec. 2， Anhe Rd,No185， Sec. 2， Anhe Rd,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:50:20,2023-04-17,,,,,
"POINT (121.55406 25.02952)",5.00101125E8,YouBike2.0_臨江街夜市(通化街101巷口),30.0,18.0,大安區,2023-04-17 06:51:38,25.02952,121.55406,通化街111號,Daan Dist.,YouBike2.0_Linjiang St night market (Ln. 101， Tonghua St),No. 101， Tonghua St.,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:38,2023-04-17,,,,,
"POINT (121.55721 25.02931)",5.00101126E8,YouBike2.0_臨江街夜市(基隆路),17.0,8.0,大安區,2023-04-17 06:45:14,25.02931,121.55721,基隆路二段108號,Daan Dist.,YouBike2.0_Linjiang St night market (Keelung Rd),No. 108， Sec. 2， Keelung Rd.,9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:45:14,2023-04-17,,,,,
"POINT (121.53833 25.04177)",5.00101127E8,YouBike2.0_台北科技大學億光大樓,46.0,19.0,大安區,2023-04-17 06:53:41,25.04177,121.53833,忠孝東路三段81號,Daan Dist.,YouBike2.0_National Taipei University of Technology (Everlight Building),No. 81， Sec. 3， Zhongxiao E. Rd.,27.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.53299 25.04003)",5.00101128E8,YouBike2.0_新生南路一段119巷口,33.0,21.0,大安區,2023-04-17 06:45:14,25.04003,121.53299,新生南路一段113號,Daan Dist.,YouBike2.0_Ln. 119， Sec. 1， Xinsheng S. Rd Intersection,No. 113， Ln. 119， Sec. 1， Xinsheng S. Rd.,12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:45:14,2023-04-17,,,,,
"POINT (121.53523 25.03753)",5.00101129E8,YouBike2.0_幸安國小(仁愛路),16.0,8.0,大安區,2023-04-17 06:47:39,25.03753,121.53523,仁愛路三段22號,Daan Dist.,YouBike2.0_Xing'an Elementary School (Ren'ai Rd),No. 22， Sec. 3， Ren'ai Rd.,8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:47:39,2023-04-17,,,,,
"POINT (121.5354 25.03534)",5.0010113E8,YouBike2.0_民榮公園,15.0,4.0,大安區,2023-04-17 06:26:13,25.03534,121.5354,建國南路一段304巷45號南側,Daan Dist.,YouBike2.0_Minrong Park,No. 45， Ln. 304， Sec. 1， Jianguo S. Rd. (South),11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:26:13,2023-04-17,,,,,
"POINT (121.54348 25.03701)",5.00101131E8,YouBike2.0_復興南路1段340巷口,38.0,13.0,大安區,2023-04-17 06:45:14,25.03701,121.54348,復興南路一段信義路三段147巷45弄口,Daan Dist.,YouBike2.0_Ln. 340， Sec. 1， Fuxing S. Rd Intersection,Sec. 1， Fuxing S. Rd & Aly. 45， Ln. 147， Sec. 3， Xinyi Rd Intersection.,25.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:45:14,2023-04-17,,,,,
"POINT (121.53828 25.03935)",5.00101132E8,YouBike2.0_建國濟南路口,29.0,20.0,大安區,2023-04-17 05:45:13,25.03935,121.53828,建國南路一段/濟南路三段口(東南側),Daan Dist.,YouBike2.0_Sec. 1， Jianguo S. Rd & Sec. 3， Jinan Rd Intersection,Sec. 1， Jianguo S. Rd & Sec. 3， Jinan Rd Intersection. (Southeast),9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:45:13,2023-04-17,,,,,
"POINT (121.5436 25.04035)",5.00101133E8,YouBike2.0_捷運忠孝復興站(2號出口),43.0,25.0,大安區,2023-04-17 06:52:13,25.04035,121.5436,復興南路一段/仁愛路三段123巷13弄(西北側),Daan Dist.,YouBike2.0_MRT Zhongxiao Fuxing Sta (Exit 2),Sec. 1， Fuxing S. R & Aly. 13， Ln. 123， Sec. 3， Ren'ai Rd. (Northwest),18.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:13,2023-04-17,,,,,
"POINT (121.5439 25.0332)",5.00101134E8,YouBike2.0_捷運大安站(4號出口),13.0,9.0,大安區,2023-04-17 06:54:13,25.0332,121.5439,信義路4段6號(前),Daan Dist.,YouBike2.0_MRT Da’an Sta (Exit 4),No. 6， Sec. 4， Xinyi Rd.,4.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.54141 25.03358)",5.00101135E8,YouBike2.0_捷運大安站(2號出口),22.0,7.0,大安區,2023-04-17 06:42:39,25.03358,121.54141,信義路3段143號(前),Daan Dist.,YouBike2.0_MRT Da’an Sta (Exit 2),No. 143， Sec. 3， Xinyi Rd.,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:42:39,2023-04-17,,,,,
"POINT (121.54639 25.03317)",5.00101136E8,YouBike2.0_信義大安路口(信維大樓),12.0,3.0,大安區,2023-04-17 06:49:15,25.03317,121.54639,信義路四段74號(前),Daan Dist.,YouBike2.0_Sec. 4， Xinyi Rd & Da’an Rd Intersection (Xinwei Building),No. 74， Sec. 4， Xinyi Rd.,9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:15,2023-04-17,,,,,
"POINT (121.54825 25.04092)",5.00101137E8,YouBike2.0_龍門廣場,50.0,13.0,大安區,2023-04-17 06:50:20,25.04092,121.54825,敦化南路一段與敦化南路一段236巷口,Daan Dist.,YouBike2.0_Long Men Plaza,Sec. 1， Dunhua S. Rd & Ln. 236， Sec. 1， Dunhua S. Rd Intersection.,37.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:20,2023-04-17,,,,,
"POINT (121.55285 25.03754)",5.00101138E8,YouBike2.0_仁愛安和路口,25.0,6.0,大安區,2023-04-17 06:54:13,25.03754,121.55285,仁愛路四段258號前,Daan Dist.,YouBike2.0_Sec. 4， Ren'ai Rd & Sec. 1， Anhe Rd Intersection,No. 74， Sec. 4， Ren'ai Rd.,19.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.54977 25.03333)",5.00101139E8,YouBike2.0_信義敦化路口,46.0,12.0,大安區,2023-04-17 06:54:13,25.03333,121.54977,信義路四段155號前,Daan Dist.,YouBike2.0_Sec. 4， Xinyi Rd & Sec. 1， Dunhua S. Rd Intersection,No. 155， Sec. 4， Xinyi Rd,34.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.55166 25.03706)",5.0010114E8,YouBike2.0_仁愛國中,25.0,3.0,大安區,2023-04-17 06:11:39,25.03706,121.55166,安和路一段75號(對面),Daan Dist.,YouBike2.0_Ren Ai Junior High School,No. 75， Sec. 1， Anhe Rd.,22.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:11:39,2023-04-17,,,,,
"POINT (121.55171 25.03304)",5.00101141E8,YouBike2.0_捷運信義安和站(2號出口),26.0,14.0,大安區,2023-04-17 06:52:38,25.03304,121.55171,信義路四段188號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta (Exit 2),No. 188， Sec. 4， Xinyi Rd,12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:38,2023-04-17,,,,,
"POINT (121.53665 25.04463)",5.00101142E8,YouBike2.0_八德市場,30.0,19.0,大安區,2023-04-17 06:49:15,25.04463,121.53665,市民大道三段170號,Daan Dist.,YouBike2.0_Bade Traditional Market,No. 170， Sec. 3， Civic Blvd.,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:15,2023-04-17,,,,,
"POINT (121.53946 25.04448)",5.00101143E8,YouBike2.0_昌隆公園,16.0,4.0,大安區,2023-04-17 06:29:38,25.04448,121.53946,市民大道三段206號西側,Daan Dist.,YouBike2.0_Changlong Park,No. 206， Sec. 3， Civic Blvd. (West),12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:29:38,2023-04-17,,,,,
"POINT (121.53435 25.03332)",5.00101144E8,YouBike2.0_捷運大安森林公園站(2號出口),62.0,36.0,大安區,2023-04-17 06:52:38,25.03332,121.53435,捷運大安森林公園站(2號出口)西側,Daan Dist.,YouBike2.0_MRT Daan Park Sta. (Exit 2),MRT Daan Park Sta. (Exit 2) (West),26.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:38,2023-04-17,,,,,
"POINT (121.55725 25.03318)",5.00101145E8,YouBike2.0_信義延吉街口,15.0,0.0,大安區,2023-04-17 06:54:39,25.03318,121.55725,信義路四段353號,Daan Dist.,YouBike2.0_Sec. 4，Xinyi Rd & Yanji St Intersection,No. 353， Sec. 4， Xinyi Rd.,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:39,2023-04-17,,,,,
"POINT (121.5561 25.03513)",5.00101146E8,YouBike2.0_光信公園(光復南路456巷),15.0,9.0,大安區,2023-04-17 06:54:13,25.03513,121.5561,延吉街249號,Daan Dist.,YouBike2.0_Guangxin Park (Ln. 456， Guangfu S. Rd),No. 249， Yanji St.,6.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.5569 25.0391)",5.00101147E8,YouBike2.0_僑安地下停車場(2號出口)東南側,20.0,8.0,大安區,2023-04-17 06:49:38,25.0391,121.5569,光復南路290巷5號,Daan Dist.,YouBike2.0_Qiao An Dixia Parking (Exit 2) (Southeast),No. 5， Ln. 290， Guangfu S. Rd,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:38,2023-04-17,,,,,
"POINT (121.53833 25.03635)",5.00101148E8,YouBike2.0_建國南路一段279巷口,32.0,25.0,大安區,2023-04-17 06:53:17,25.03635,121.53833,建國南路一段275號,Daan Dist.,YouBike2.0_Ln. 279， Sec. 1， Jianguo S. Rd Intersection,No. 275， Sec. 1， Jianguo S. Rd.,7.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.53295 25.04091)",5.00101149E8,YouBike2.0_捷運忠孝新生站(6號出口),15.0,3.0,大安區,2023-04-17 06:44:13,25.04091,121.53295,新生南路一段101號,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 6),No. 101， Sec. 1， Xinsheng S. Rd.,12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:44:13,2023-04-17,,,,,
"POINT (121.53324 25.04239)",5.0010115E8,YouBike2.0_捷運忠孝新生站(4號出口),34.0,8.0,大安區,2023-04-17 06:48:39,25.04239,121.53324,忠孝新生路口北側,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 4),Zhongxiao & Xinsheng S. Rd Intersection. (North),26.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:39,2023-04-17,,,,,
"POINT (121.54339 25.03126)",5.00101151E8,YouBike2.0_大安高工,23.0,0.0,大安區,2023-04-17 06:49:04,25.03126,121.54339,復興南路二段52號(前),Daan Dist.,YouBike2.0_Daan Vocational High School,No. 52， Sec. 2， Fuxing S. Rd.,23.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:04,2023-04-17,,,,,
"POINT (121.53376 25.04189)",5.00101152E8,YouBike2.0_捷運忠孝新生站(3號出口),23.0,3.0,大安區,2023-04-17 06:49:38,25.04189,121.53376,忠孝東路三段與10巷口,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 3),Sec. 3， Zhongxiao E. Rd & Ln. 10， Sec. 3， Zhongxiao E. Rd Intersection,20.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:38,2023-04-17,,,,,
"POINT (121.54612 25.04201)",5.00101153E8,YouBike2.0_瑠公公園,20.0,9.0,大安區,2023-04-17 06:46:13,25.04201,121.54612,忠孝東路四段49巷4弄/大安路口,Daan Dist.,YouBike2.0_Liugong Park,Aly. 4， Ln. 49， Sec. 4， Zhongxiao E. Rd./Da'an Rd. Intersection,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:46:13,2023-04-17,,,,,
"POINT (121.5486 25.04405)",5.00101154E8,YouBike2.0_敦化市民路口,23.0,13.0,大安區,2023-04-17 06:28:13,25.04405,121.5486,敦化南路1段158號(前),Daan Dist.,YouBike2.0_Dunhua S. Rd. & Civic Blvd. Intersection,No. 158， Sec. 1， Dunhua S. Rd.,10.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:28:13,2023-04-17,,,,,
"POINT (121.5364 25.03336)",5.00101155E8,YouBike2.0_捷運大安森林公園站(5號出口),15.0,6.0,大安區,2023-04-17 06:54:39,25.03336,121.5364,捷運大安森林公園站(5號出口)東側,Daan Dist.,YouBike2.0_MRT Daan Park Sta. (Exit 5),MRT Daan Park Sta. (Exit 5) (East),9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:39,2023-04-17,,,,,
"POINT (121.53746 25.0328)",5.00101156E8,YouBike2.0_信義建國路口,38.0,18.0,大安區,2023-04-17 06:52:38,25.0328,121.53746,建國南路二段與信義路三段口西南側,Daan Dist.,YouBike2.0_Xinyi Rd. & Jianguo Rd. Intersection,Sec. 2， Jianguo S Rd. & Sec. 3， Xinyi Rd. Intersection (Southwest),20.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:38,2023-04-17,,,,,
"POINT (121.5451 25.03569)",5.00101157E8,YouBike2.0_東豐公園,19.0,4.0,大安區,2023-04-17 06:51:14,25.03569,121.5451,東豐街24號(旁公園路側),Daan Dist.,YouBike2.0_Dongfeng Park,No. 24， Dongfeng St.,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:14,2023-04-17,,,,,
"POINT (121.54767 25.03473)",5.00101158E8,YouBike2.0_德安公園(四維路66巷),14.0,3.0,大安區,2023-04-17 06:33:13,25.03473,121.54767,四維路66巷6號北側,Daan Dist.,YouBike2.0_Dean Park,No. 6， Ln. 66， Siwei Rd.,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:33:13,2023-04-17,,,,,
"POINT (121.54443 25.04262)",5.00101159E8,YouBike2.0_捷運忠孝復興站(5號出口),41.0,12.0,大安區,2023-04-17 06:45:40,25.04262,121.54443,復興南路一段135巷3號(對面),Daan Dist.,YouBike2.0_MRT Zhongxiao Fuxing Sta (Exit 5),No. 3， Ln. 135， Sec. 1， Fuxing S. Rd. (Opposite),29.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:45:40,2023-04-17,,,,,
"POINT (121.5524 25.04153)",5.0010116E8,YouBike2.0_捷運忠孝敦化站(2號出口),17.0,1.0,大安區,2023-04-17 06:54:04,25.04153,121.5524,忠孝東路四段221號,Daan Dist.,YouBike2.0_MRT Zhongxiao Dunhua Sta. (Exit 2),No. 221， Sec. 4， Zhongxiao E. Rd.,16.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:04,2023-04-17,,,,,
"POINT (121.54937 25.04159)",5.00101161E8,YouBike2.0_捷運忠孝敦化站(7號出口),18.0,0.0,大安區,2023-04-17 06:44:04,25.04159,121.54937,忠孝東路四段143號,Daan Dist.,YouBike2.0_MRT Zhongxiao Dunhua Sta. (Exit 7),No. 143， Sec. 4， Zhongxiao E. Rd.,18.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:44:04,2023-04-17,,,,,
"POINT (121.54053 25.02979)",5.00101163E8,YouBike2.0_瑞安街208巷,15.0,9.0,大安區,2023-04-17 06:31:39,25.02979,121.54053,瑞安街208巷39號對面,Daan Dist.,YouBike2.0_Ln. 208， Rui'an St.,No. 39， Ln. 208， Rui'an St. (Opposite),6.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:31:39,2023-04-17,,,,,
"POINT (121.55132 25.0277)",5.00101165E8,YouBike2.0_樂利路21巷口,17.0,0.0,大安區,2023-04-17 06:47:04,25.0277,121.55132,樂利路25號,Daan Dist.,YouBike2.0_Ln. 21， Leli Rd. Intersection,No. 25， Leli Rd.,17.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:47:04,2023-04-17,,,,,
"POINT (121.54459 25.02469)",5.00101166E8,YouBike2.0_捷運科技大樓站(台北教育大學),46.0,31.0,大安區,2023-04-17 06:54:39,25.02469,121.54459,和平東路二段134號前,Daan Dist.,YouBike2.0_MRT Technology Building Station,No. 134， Sec. 2， Heping E. Rd.,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:39,2023-04-17,,,,,
"POINT (121.55745 25.04122)",5.00101167E8,YouBike2.0_捷運國父紀念館站(2號出口),38.0,2.0,大安區,2023-04-17 06:51:04,25.04122,121.55745,忠孝東路四段/光復南路口(西南側),Daan Dist.,YouBike2.0_MRT S.Y.S Memorial Hall Stataion(Exit 2.),Sec. 4， Jhongsiao E. Rd. & Guangfu S. Rd. Intersection (Southwest),36.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:04,2023-04-17,,,,,
"POINT (121.54587 25.03756)",5.00101168E8,YouBike2.0_仁愛醫院,30.0,8.0,大安區,2023-04-17 06:52:38,25.03756,121.54587,仁愛路四段/大安路一段口(西南側),Daan Dist.,YouBike2.0_Taipei City Hospital Renai Branch,Sec. 4， Ren'ai Rd. & Sec. 1， Da'an Rd. Intersection (Southwest),22.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:38,2023-04-17,,,,,
"POINT (121.55378 25.03305)",5.00101169E8,YouBike2.0_捷運信義安和站(4號出口),30.0,20.0,大安區,2023-04-17 06:52:38,25.03305,121.55378,信義路四段252號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta.(Exit.4),No. 252， Sec. 4， Sinyi Rd.,10.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:38,2023-04-17,,,,,
"POINT (121.54668 25.02681)",5.0010117E8,YouBike2.0_成功國宅,30.0,14.0,大安區,2023-04-17 06:54:39,25.02681,121.54668,和平東路三段1巷/四維路198巷口(西北側),Daan Dist.,YouBike2.0_Chengong Public Housing,Ln. 1， Sec. 3， Heping E. Rd. & Ln. 198， Sihwei Rd. Intersection (Northwest),16.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:39,2023-04-17,,,,,
"POINT (121.55564 25.03748)",5.00101171E8,YouBike2.0_仁愛延吉街口,25.0,18.0,大安區,2023-04-17 06:50:40,25.03748,121.55564,仁愛路四段376號前,Daan Dist.,YouBike2.0_Renai & Yanji Intersection,No. 376， Sec. 4， Ren'ai Rd.,7.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:40,2023-04-17,,,,,
"POINT (121.55265 25.03331)",5.00101172E8,YouBike2.0_捷運信義安和站(1號出口),33.0,15.0,大安區,2023-04-17 06:54:13,25.03331,121.55265,信義路四段225號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta.(Exit.1),No. 225， Sec. 4， Sinyi Rd.,18.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.54904 25.0287)",5.00101173E8,YouBike2.0_敦化南路二段103巷口,24.0,2.0,大安區,2023-04-17 06:54:13,25.0287,121.54904,敦化南路二段99號前,Daan Dist.,YouBike2.0_Ln. 103，Sec. 2，Dunhua S. Rd.,No. 99， Sec. 2， Dunhua S. Rd.,22.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.54336 25.02861)",5.00101174E8,YouBike2.0_復興南路二段128巷口,28.0,4.0,大安區,2023-04-17 06:44:39,25.02861,121.54336,復興南路二段142之1號前,Daan Dist.,YouBike2.0_Ln. 128， Sec. 2， Fuxing S. Rd.,No. 142-1， Sec. 2， Fusing S. Rd.,24.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:44:39,2023-04-17,,,,,
"POINT (121.5377 25.02575)",5.00101175E8,YouBike2.0_和平東建國南路口,17.0,5.0,大安區,2023-04-17 06:53:17,25.02575,121.5377,和平東路/建國南路口(北側),Daan Dist.,YouBike2.0_Heping E. Rd. & Jianguo S. Rd. Intersection,Heping E. Rd. & Jianguo S. Rd. Intersection (North),12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.54788 25.01223)",5.00101176E8,YouBike2.0_芳蘭山莊,16.0,8.0,大安區,2023-04-17 05:20:40,25.01223,121.54788,基隆路三段155巷148號,Daan Dist.,YouBike2.0_Fanglan,No. 148， Ln. 155， Sec. 3， Keelung Rd.,8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:20:40,2023-04-17,,,,,
"POINT (121.54313 25.04311)",5.00101177E8,YouBike2.0_復興南路一段126巷口,15.0,2.0,大安區,2023-04-17 06:53:41,25.04311,121.54313,復興南路一段126巷1號前,Daan Dist.,YouBike2.0_Ln. 126， Sec. 1， Fuxing S. Rd.,No. 1， Ln. 126， Sec. 1， Fuxing S. Rd.,13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.52962 25.03363)",5.00101179E8,YouBike2.0_捷運東門站(5號出口),28.0,14.0,大安區,2023-04-17 06:51:14,25.03363,121.52962,信義路二段178號前,Daan Dist.,YouBike2.0_MRT Dongmen Sta. (Exit 5),No. 178， Sec. 2， Xinyi Rd.,14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:14,2023-04-17,,,,,
"POINT (121.54709 25.03609)",5.0010118E8,YouBike2.0_仁愛路四段48巷口,11.0,6.0,大安區,2023-04-17 06:31:13,25.03609,121.54709,仁愛路四段48巷/東豐街(北側),Daan Dist.,YouBike2.0_Ln. 48， Sec. 4， Ren'ai Rd.,Ln. 48， Sec. 4， Ren'ai Rd. & Dongfeng St. Intersection (North),5.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:31:13,2023-04-17,,,,,
"POINT (121.53374 25.01551)",5.00101181E8,YouBike2.0_捷運公館站(3號出口),90.0,47.0,大安區,2023-04-17 06:54:39,25.01551,121.53374,捷運公館站(3號出口)西側,Daan Dist.,YouBike2.0_MRT Gongguan Sta.(Exit.3),MRT Gongguan Sta.(Exit.3)(West),43.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:39,2023-04-17,,,,,
"POINT (121.53653 25.04196)",5.00101182E8,YouBike2.0_臺北科技大學(電機工程系),16.0,3.0,大安區,2023-04-17 06:51:38,25.04196,121.53653,忠孝東路三段100號對側,Daan Dist.,YouBike2.0_NTUT(EE),No. 100， Sec. 3， Zhongxiao E. Rd. (Opposite),13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:38,2023-04-17,,,,,
"POINT (121.54027 25.04176)",5.00101183E8,YouBike2.0_忠孝東路三段217巷口,34.0,18.0,大安區,2023-04-17 06:52:38,25.04176,121.54027,忠孝東路三段229-1號前,Daan Dist.,YouBike2.0_Ln. 217， Sec. 3， Zhongxiao E. Rd.,No. 229-1， Sec. 3， Zhongxiao E. Rd.,16.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:38,2023-04-17,,,,,
"POINT (121.53334 25.01744)",5.00101184E8,YouBike2.0_新生南路三段94巷口,15.0,2.0,大安區,2023-04-17 06:53:17,25.01744,121.53334,新生南路三段94號前,Daan Dist.,YouBike2.0_Ln. 94， Sec. 3， Xinsheng S. Rd. Intersection,No. 94， Sec. 3， Xinsheng S. Rd.,13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.5341 25.02267)",5.00101185E8,YouBike2.0_辛亥新生路口西北側,12.0,7.0,大安區,2023-04-17 06:38:13,25.02267,121.5341,辛亥路一段/新生南路三段(西北側),Daan Dist.,YouBike2.0_Xinhai Rd. & Xinsheng S. Rd. Intersection,Sec. 1， Xinhai Rd. & Sec. 3， Xinsheng S. Rd. Intersection (Northwest),5.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:38:13,2023-04-17,,,,,
"POINT (121.54376 25.03479)",5.00101186E8,YouBike2.0_捷運大安站(6號出口),19.0,0.0,大安區,2023-04-17 06:25:04,25.03479,121.54376,復興南路一段303號前,Daan Dist.,YouBike2.0_MRT Da’an Sta. (Exit 6),No. 303， Sec. 1， Fuxing S. Rd.,19.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:25:04,2023-04-17,,,,,
