½n«×,¸g«×
24.9742,121.27336
25.01785,121.22416
24.97691,121.44587
24.97475,121.45873
24.99731,121.42172
25.0517,121.1231
24.62341,120.78167
24.95826,121.2193
25.0277,121.08393
25.0028,121.3096
24.992,121.32329
24.92824,121.23511
25.05208,121.30074
24.69818,120.89122
24.9953,121.2979
24.95277,121.32424
25.0043,121.2946
25.02665,121.45295
25.06575,121.6351
25.02179,121.45137
24.67948,120.90045
25.0211,121.3103
25.04761,121.38525
25.0263,121.3099
24.55927,120.81975
24.56107,120.82266
24.56577,120.82434
24.55792,120.82066
24.68592,120.87791
24.68803,120.91122
24.69073,120.89716
24.5392,120.81804
24.6784,120.8713
24.70897,120.89664
24.70249,120.88081
24.70028,120.85962
24.69582,120.90909
24.69268,120.90048
24.4914,120.67859
24.55643,120.70426
24.56465,120.70827
24.57213,120.71055
24.44814,120.65606
24.44327,120.65155
24.43932,120.6529
24.43749,120.65504
24.41664,120.68589
24.61608,120.7875
24.6203,120.7798
24.59891,120.72332
24.49127,120.68454
24.50568,120.82702
24.50295,120.82386
24.49975,120.82618
24.49876,120.82793
24.48942,120.82836
24.60426,120.82337
24.61383,120.7955
25.05748,121.45905
25.00485,121.21889
24.95525,121.23484
24.9319,121.2074
25.04832,121.38299
25.01431,121.26212
24.9108,121.15866
25.00545,121.30688
24.99752,121.32015
24.95823,121.227
25.05348,121.29702
24.97338,121.44052
24.9775,121.55133
24.95981,121.29408
25.04655,121.38468
24.90275,121.23063
24.94933,121.22901
24.96027,121.2191
25.04256,121.29327
24.98285,121.52635
24.97886,121.5298
25.03299,121.46613
25.05493,121.4756
25.045,121.31325
25.1133,121.25235
25.22108,121.64177
24.98156,121.45466
25.02078,121.45079
25.03941,121.29093
24.99084,121.31611
25.06227,121.63447
24.98631,121.27489
25.03931,121.4427
24.97932,121.42241
25.03459,121.44489
25.21794,121.6414
25.05464,121.48322
25.05212,121.38474
25.15678,121.43604
24.95819,121.41508
24.98263,121.52643
25.03113,121.42999
25.02142,121.45221
25.03402,121.47025
25.03456,121.47252
24.93743,121.37686
24.99367,121.49411
25.01801,121.45029
25.01811,121.45066
25.04341,121.37348
24.91616,121.18666
25.06022,121.36228
25.02598,121.46657
25.18737,121.41675
24.96757,121.54205
25.02629,121.44245
24.97756,121.54751
25.05932,121.44908
24.91941,121.18389
24.97693,121.22756
24.97499,121.43863
24.98926,121.3067
25.04156,121.28725
24.94613,121.25883
24.93888,121.3694
25.10352,121.4481
25.02926,121.4724
24.99988,121.62101
25.18202,121.41882
25.08843,121.46988
24.98516,121.41777
25.005,121.20865
25.04745,121.37482
24.98226,121.25297
25.00604,121.20138
25.02351,121.30076
25.04861,121.4864
25.01804,121.22033
24.98543,121.29122
24.97508,121.53103
25.15397,121.40721
24.98202,121.52751
24.9595,121.51293
24.98265,121.44368
24.68587,120.88161
24.68677,120.88004
24.68373,120.87338
24.68821,120.87269
24.69049,120.886
24.68459,120.87119
24.68664,120.91286
24.6874,120.90655
24.69066,120.89246
24.57028,120.82279
24.57035,120.82093
24.55733,120.83512
24.55844,120.81625
24.5656,120.82077
24.56143,120.81889
24.56388,120.82694
24.55414,120.81546
24.57156,120.82959
24.69319,120.8786
24.69121,120.86827
24.70698,120.91476
24.6896,120.90456
24.69377,120.90617
24.6957,120.8991
24.69509,120.91294
24.69308,120.91007
24.69419,120.89301
24.69167,120.87333
24.54462,120.81662
24.68844,120.89836
25.0888,121.44637
25.07246,121.48576
25.08601,121.38093
25.01096,121.63852
25.21973,121.63633
25.22365,121.63469
24.97368,121.5476
24.97572,121.32938
25.07583,121.37609
25.00241,121.505
24.984,121.46289
25.06804,121.39795
24.97657,121.44775
25.08033,121.66846
25.07031,121.47976
24.99849,121.44863
25.00459,121.47134
25.10826,121.45596
25.01704,121.41821
24.99352,121.50472
25.07231,121.37752
25.08423,121.37428
25.02332,121.47422
24.96813,121.19467
24.96082,121.21204
24.95404,121.22644
24.95794,121.2402
24.96172,121.22424
24.9657,121.2247
24.96281,121.21738
24.95326,121.21588
24.9541,121.22035
24.95147,121.23569
24.95235,121.22432
24.99304,121.31086
25.06006,121.37097
25.05765,121.36484
25.05461,121.36692
24.96042,121.2273
24.96207,121.23003
24.99595,121.30664
24.99911,121.31282
24.98048,121.315
24.98565,121.31151
24.98779,121.31428
24.98742,121.31776
24.9804,121.3033
24.96254,121.2616
24.96769,121.25928
24.97363,121.24811
24.97035,121.26325
25.01613,121.29391
25.01655,121.29997
24.99312,121.31356
24.94003,121.21832
24.95069,121.21669
25.00058,121.31969
24.95437,121.20503
25.01804,121.29824
24.99308,121.28933
25.01519,121.30373
24.95102,121.23145
24.97781,121.32108
24.98962,121.31302
25.01913,121.29295
25.00999,121.29956
25.0069,121.31476
25.00859,121.31987
24.97185,121.25726
24.93397,121.23592
24.96452,121.30547
25.05557,121.3615
25.04127,121.29023
24.99039,121.28106
24.98969,121.27894
24.99418,121.30054
24.99418,121.31713
24.97252,121.25685
24.9718,121.2277
24.94678,121.22901
24.97561,121.23455
24.97957,121.2501
24.99275,121.22992
24.96228,121.29321
24.99539,121.32392
24.99253,121.33766
24.99754,121.33948
24.99397,121.30388
24.97939,121.26898
24.96203,121.25517
25.05246,121.29786
25.04681,121.28768
25.01111,121.26968
25.04956,121.2994
24.95572,121.29654
24.88928,121.28761
24.88315,121.28545
24.98685,121.29474
24.9928,121.30168
24.95887,121.20458
24.94526,121.22605
24.97794,121.25797
24.94528,121.20419
24.96712,121.19096
24.93794,121.25583
24.97352,121.29876
24.96601,121.29791
24.96177,121.29545
24.93948,121.20641
24.93956,121.21407
24.95627,121.20855
25.0512,121.37233
25.05162,121.36636
25.0023,121.3428
25.04071,121.38516
25.08094,121.28549
25.05663,121.20974
25.02302,121.22217
25.01377,121.21393
25.00157,121.20278
24.96756,121.22097
25.01083,121.2058
25.00741,121.20105
24.94886,121.26084
24.95829,121.26328
25.00042,121.29943
25.00892,121.30184
25.01239,121.30563
25.00189,121.30293
24.98946,121.29209
25.01313,121.3139
24.99206,121.28213
25.00096,121.31702
24.97754,121.25275
24.95666,121.2262
24.94599,121.21498
24.95598,121.30407
25.04019,121.38838
24.99477,121.34056
25.05585,121.37153
25.01911,121.40496
24.98933,121.34248
25.05546,121.38059
25.04733,121.29434
25.037,121.29255
24.98199,121.27103
24.97422,121.30254
25.06176,121.17535
25.06497,121.1958
25.06179,121.20182
25.05913,121.19485
24.9165,121.24976
25.05142,121.35888
25.04556,121.35232
25.05608,121.37532
25.05585,121.29457
25.02448,121.25906
25.01622,121.26027
25.0237,121.29792
24.97921,121.31032
24.94753,121.22114
24.90408,121.21482
24.90262,121.21182
24.94491,121.20863
24.86385,121.21003
24.86824,121.21852
24.93989,121.25613
24.96626,121.26355
24.96543,121.25338
24.95093,121.26129
24.93422,121.2448
24.99494,121.33726
24.98816,121.30405
24.98608,121.28788
25.01638,121.30502
24.98262,121.30117
25.01611,121.31344
25.03599,121.38504
24.95429,121.2964
24.91384,121.14625
24.91055,121.15499
24.90409,121.14718
25.0217,121.3036
24.92834,121.22529
24.94485,121.22283
24.91191,121.20635
25.00099,121.28989
25.00378,121.32073
25.00409,121.30852
25.02083,121.22051
24.95926,121.30838
24.96862,121.30346
24.91581,121.20613
24.97688,121.25086
24.94591,121.24863
24.9523,121.25972
25.04517,121.2914
24.86996,121.22176
24.9602,121.17552
24.96728,121.17791
25.04261,121.36229
24.99485,121.33047
24.98897,121.33199
25.01378,121.31682
25.05398,121.17199
24.9817,121.10772
25.01498,121.13388
25.008,121.29825
24.93306,121.22493
24.93756,121.25171
24.94662,121.26174
24.90966,121.14848
25.00465,121.34496
24.93853,121.08465
25.01392,121.36006
24.99153,121.27619
24.90904,121.28357
25.0611,121.3643
24.95796,121.19022
24.89212,121.28389
24.96875,121.32744
24.87498,121.23637
24.96384,121.27843
25.00127,121.22939
24.95374,121.21856
25.03867,121.37456
25.00508,121.21279
24.99746,121.29821
24.97847,121.30076
24.93109,121.28163
24.926,121.24405
24.99951,121.30635
25.02428,121.25673
24.99242,121.27288
25.06111,121.29726
24.98932,121.17942
24.93016,121.2396
24.95423,121.25125
25.00662,121.21368
25.00172,121.34768
24.89218,121.20433
25.02136,121.30616
24.93311,121.27889
24.92666,121.28745
24.93513,121.28733
24.97787,121.28795
24.98639,121.28182
24.99701,121.29609
24.98703,121.27935
25.0086,121.2199
24.94911,121.20949
25.01874,121.2615
24.90855,121.17903
24.94035,121.24995
24.89764,121.27678
24.96853,121.25065
24.93444,121.08237
25.00744,121.30671
25.07767,121.25622
25.03005,121.29319
25.02126,121.29779
25.01009,121.308
25.06295,121.2803
25.08289,121.28767
24.8456,121.23462
24.87775,121.21176
25.04076,121.29428
24.90511,121.28481
24.93048,121.28949
24.93358,121.29929
24.98279,121.27986
24.95844,121.30097
24.99961,121.3436
24.96835,121.31956
24.93282,121.2493
24.93784,121.23638
25.0115,121.20184
24.97067,121.10591
24.93149,121.25766
24.91279,121.18062
24.97253,121.10528
24.99439,121.28674
25.02986,121.3008
24.95335,121.26653
24.92192,121.29378
24.9401,121.24377
24.95425,121.25636
24.96364,121.22458
25.10107,121.2634
24.8637,121.21617
25.00253,121.32399
25.02119,121.25762
24.93788,121.08913
25.08689,121.26578
25.059,121.29541
25.05496,121.28218
24.98622,121.33042
24.98717,121.32415
24.94754,121.29857
25.03001,121.37535
25.02332,121.30532
24.9648,121.29547
25.01847,121.40668
24.9495,121.25634
24.93009,121.25306
24.9428,121.21896
24.86062,121.21806
24.95001,121.31856
24.98074,121.2745
24.94894,121.23597
24.95368,121.24334
25.04106,121.29587
24.94147,121.29857
25.0382,121.08099
25.03451,121.08359
25.0074,121.29043
24.91396,121.2097
24.95621,121.21231
24.97093,121.25355
25.00797,121.31169
25.04419,121.29018
24.96035,121.16451
25.01329,121.30156
25.02359,121.29492
24.9105,121.23121
25.00687,121.34326
24.99135,121.30625
24.94109,121.31089
25.05687,121.38307
24.91112,121.17162
25.04467,121.13821
25.00053,121.2079
24.97902,121.30601
24.9972,121.32485
24.96438,121.22873
24.9683,121.23478
24.98099,121.31102
25.04801,121.29645
24.99041,121.33472
24.9461,121.21907
24.90415,121.26523
25.05246,121.28779
25.01242,121.21522
24.94073,121.22288
25.03942,121.3914
24.8828,121.26655
25.01735,121.30229
24.9661,121.21932
24.92931,121.28455
24.91247,121.18534
24.96439,121.29981
24.99079,121.28626
24.98362,121.31578
24.97932,121.2742
24.99277,121.32457
24.95458,121.21406
25.09361,121.25521
25.0475,121.37889
25.0144,121.20756
24.99845,121.29114
24.84793,121.24607
24.86717,121.25614
24.87097,121.23472
24.83682,121.24156
24.83118,121.23748
24.83889,121.25862
24.99116,121.53398
25.06891,121.66275
25.06416,121.6583
25.07315,121.66255
24.98283,121.54362
25.06411,121.65302
25.06012,121.4831
25.05439,121.48849
25.05588,121.48474
25.06669,121.64037
25.0688,121.62891
25.04758,121.61889
25.03903,121.62433
25.02536,121.42835
25.02413,121.42387
25.01711,121.42805
24.97427,121.54278
25.09057,121.47162
25.06624,121.48434
25.0634,121.48898
25.06868,121.48071
25.03615,121.45207
25.06504,121.63315
25.05688,121.65521
24.99615,121.52199
25.00101,121.51159
25.00984,121.50583
25.00073,121.51435
25.06947,121.63152
25.08569,121.48362
25.08332,121.46389
25.02769,121.41466
24.97723,121.53814
24.97618,121.54687
25.0416,121.44605
25.01581,121.51126
25.00227,121.51744
24.99939,121.52284
24.98587,121.53689
25.01218,121.51527
25.01269,121.50647
24.97213,121.53955
24.97418,121.53421
25.04715,121.44445
25.05423,121.45175
25.08723,121.48953
25.05183,121.45775
25.07952,121.67434
24.97531,121.52729
25.00979,121.50909
24.97849,121.52418
24.98694,121.54195
25.06126,121.64951
25.06299,121.65443
25.06103,121.65559
25.06624,121.65907
25.06768,121.65976
25.01079,121.50338
25.0579,121.6349
24.9715,121.5363
25.06607,121.50356
25.05808,121.62602
25.06598,121.47766
25.06596,121.48046
25.06057,121.48823
25.0661,121.49553
25.07051,121.49093
25.02903,121.4228
25.01003,121.52418
25.04567,121.4478
25.0695,121.48759
25.06855,121.49782
25.08047,121.47985
25.05238,121.44824
25.06047,121.4922
25.07588,121.4878
24.99348,121.48769
25.02131,121.42218
25.09194,121.46161
25.07088,121.48571
25.06145,121.49193
25.0648,121.49875
24.97152,121.53029
25.0007,121.52673
25.08492,121.45821
25.05218,121.46212
25.05446,121.45932
24.98318,121.53746
25.06445,121.48371
25.09164,121.46403
25.05154,121.48821
25.02223,121.45815
25.02448,121.47757
25.02863,121.48046
24.975,121.54277
24.97423,121.54443
25.0221,121.4676
25.02383,121.45777
25.0148,121.46205
25.01309,121.47589
25.01237,121.46422
25.01317,121.4619
25.00798,121.46339
25.01284,121.45631
24.99768,121.46433
25.08374,121.48749
25.08172,121.4939
25.05732,121.49907
25.04595,121.45377
25.04785,121.4532
24.99783,121.45231
25.0372,121.44495
25.015,121.52095
25.08603,121.49377
25.07822,121.49016
25.07042,121.49713
25.07749,121.66687
24.98942,121.50995
25.00158,121.45552
25.07771,121.48032
25.04573,121.42627
25.09431,121.46013
25.04354,121.45977
25.05844,121.48975
24.96677,121.51648
25.04645,121.45772
25.02098,121.47082
25.03128,121.44323
25.02853,121.45737
25.02349,121.46856
24.99643,121.4597
25.06235,121.43148
25.01001,121.4611
24.99164,121.46287
25.02546,121.46263
24.95928,121.41901
25.07347,121.50098
24.9531,121.55181
24.9694,121.44081
24.99168,121.45332
25.07368,121.66626
24.97263,121.44356
24.998,121.45736
24.97788,121.44324
25.01776,121.51681
25.08903,121.64595
24.9586,121.53866
24.99351,121.49076
25.00338,121.43315
25.00637,121.47422
25.07199,121.4912
24.99618,121.45648
25.0309,121.4636
24.99548,121.46752
24.99933,121.44634
25.02769,121.42669
25.09395,121.47391
25.01983,121.45385
24.99255,121.42465
24.99786,121.42636
24.98367,121.45421
25.0115,121.46742
25.00541,121.41316
24.98639,121.41477
25.08223,121.476
25.05176,121.43167
25.08984,121.48799
24.99056,121.42635
25.02654,121.47228
24.96562,121.43261
24.99039,121.5024
24.98067,121.50765
25.05519,121.43213
25.05587,121.43426
24.98672,121.42682
24.99341,121.42964
24.98692,121.44934
25.06523,121.46112
25.0119,121.43271
24.99582,121.52655
25.0249,121.45431
25.02113,121.47685
25.05048,121.42767
24.95173,121.34296
25.02276,121.41305
25.04607,121.47099
24.95559,121.35438
25.04568,121.44213
25.13823,121.4634
24.94955,121.35283
24.99699,121.44651
24.94822,121.34577
25.07051,121.667
24.98377,121.41503
25.07997,121.4762
24.97066,121.3926
24.98034,121.4231
25.00343,121.47535
24.98357,121.4236
24.96578,121.43623
25.16509,121.45083
25.18531,121.44433
24.95719,121.3497
25.07152,121.43567
25.18034,121.44474
24.9841,121.4586
25.05119,121.47601
25.00906,121.46835
25.06034,121.5001
24.97532,121.51569
24.99225,121.50444
25.0323,121.45001
25.06529,121.49045
25.00593,121.49957
25.18945,121.43871
25.08293,121.45673
25.16883,121.44418
24.96115,121.50999
25.1865,121.44326
25.13766,121.46011
25.07482,121.49848
25.18889,121.44351
25.0786,121.46223
25.00089,121.43148
24.93419,121.36916
25.07712,121.37426
24.9939,121.43288
25.07613,121.4843
25.08562,121.47769
25.06966,121.49405
25.07959,121.38559
24.94555,121.37326
25.07674,121.38818
25.07043,121.37688
25.02594,121.41769
24.98115,121.41684
25.09478,121.44674
24.9991,121.46834
25.06912,121.36776
24.98024,121.4086
24.93909,121.33464
25.05597,121.44442
24.95058,121.38618
24.99913,121.47251
25.08316,121.37846
25.07813,121.39721
24.95666,121.33965
25.06597,121.36196
25.05978,121.65255
25.07343,121.36234
24.99006,121.43228
24.95271,121.41177
25.03496,121.42193
24.95634,121.41442
24.92844,121.37592
25.08053,121.38931
25.07403,121.35892
24.97784,121.45975
25.07415,121.377
25.03608,121.45279
25.00915,121.42518
25.09555,121.44865
24.9451,121.37867
25.03937,121.46086
25.17249,121.43881
25.10505,121.45296
25.08167,121.37269
24.98669,121.46548
24.93891,121.36355
24.99856,121.50053
25.0782,121.62449
25.07463,121.47816
25.0075,121.448
25.04077,121.45246
25.01123,121.5177
25.0164,121.40713
25.08227,121.48224
24.9937,121.47823
24.99687,121.49665
25.07644,121.36722
25.01261,121.46645
24.98276,121.46544
25.01552,121.46373
25.00419,121.42285
25.03302,121.43648
25.02077,121.42956
25.05597,121.47133
25.06482,121.66388
25.08249,121.43955
24.96329,121.41967
25.00693,121.50317
25.03309,121.4684
25.02145,121.4165
25.03019,121.4134
25.01636,121.40426
24.98277,121.4499
24.97811,121.43937
25.00355,121.52425
25.00183,121.48259
24.99298,121.4282
25.00087,121.41609
24.93891,121.37368
24.9443,121.34209
24.98214,121.5409
25.0041,121.44445
24.98469,121.4485
25.0015,121.61631
25.0033,121.6025
25.00314,121.46809
25.00839,121.52023
25.07442,121.46785
25.01121,121.44724
25.08645,121.4856
25.08065,121.49615
25.07497,121.50054
25.07193,121.48151
25.08162,121.46162
25.07756,121.46607
25.00111,121.50199
24.98347,121.50483
25.00701,121.50921
25.06276,121.6469
24.98914,121.41791
24.95875,121.3331
24.92755,121.36692
24.93034,121.37883
24.92679,121.37196
24.94122,121.37676
24.98304,121.41132
24.98976,121.42478
25.08506,121.48189
25.01908,121.47372
24.98924,121.49148
25.1465,121.39975
24.97262,121.4348
24.99216,121.41773
24.97467,121.40442
25.0581,121.46089
25.02389,121.48396
24.93062,121.37234
24.99967,121.50602
25.00572,121.479
25.01028,121.47869
25.0052,121.51334
24.99527,121.51351
25.05213,121.45489
25.05915,121.44661
25.05313,121.43968
25.15993,121.41407
25.02799,121.46851
25.06203,121.45918
25.03319,121.42221
25.13041,121.4513
25.15358,121.45912
25.18196,121.42218
25.07157,121.3663
25.06946,121.43031
25.07136,121.47598
25.05364,121.49292
25.04043,121.42255
25.08802,121.47393
25.06029,121.50217
24.9986,121.42489
25.02115,121.45002
24.97411,121.51885
24.98219,121.41252
25.00985,121.4878
25.00429,121.49469
24.99294,121.49933
25.07105,121.63501
25.01506,121.48193
25.07289,121.65865
24.98497,121.51768
24.98835,121.46067
25.07016,121.36363
25.06306,121.64103
24.99113,121.51933
25.08496,121.46655
25.02033,121.43374
25.00785,121.50099
24.98276,121.54125
25.00501,121.52267
25.00731,121.48505
25.05503,121.46108
25.03927,121.431
25.07988,121.37926
25.10177,121.45113
25.18743,121.43102
25.00632,121.46577
25.00758,121.45244
24.98825,121.45119
24.96282,121.33025
25.05733,121.49181
24.97135,121.5475
25.00454,121.52785
24.96244,121.43035
24.96423,121.51446
25.06938,121.66979
24.98551,121.44345
25.08658,121.44452
24.95656,121.5348
25.07571,121.37026
25.08835,121.4345
25.07661,121.3597
25.09923,121.45063
25.05006,121.46892
25.03288,121.46644
25.05596,121.49687
25.0823,121.46814
25.07384,121.3803
25.00573,121.50574
25.00911,121.47149
25.01783,121.51196
24.99673,121.49313
25.0263,121.47968
24.90745,121.36485
24.9692,121.33481
25.01086,121.45598
25.0531,121.47016
25.00481,121.4612
25.06361,121.49445
24.97617,121.33494
25.05478,121.49171
25.05866,121.45811
24.94173,121.35954
25.19123,121.42701
25.07207,121.65207
25.00854,121.52473
24.96737,121.54101
25.04541,121.44273
24.94818,121.37976
25.00612,121.44545
25.01744,121.48251
24.95396,121.34582
25.0681,121.47103
25.02134,121.45959
24.94625,121.38272
25.03026,121.46947
25.02563,121.4714
25.02562,121.46397
24.98802,121.45625
24.98677,121.52183
25.03738,121.45766
25.04786,121.46196
24.94136,121.37052
25.06434,121.44759
24.98293,121.45623
24.94749,121.3769
24.99652,121.44276
24.95531,121.53927
24.94317,121.36952
25.00818,121.45901
25.04357,121.45244
25.04288,121.44426
24.97222,121.39264
25.06149,121.45098
25.00008,121.46316
25.00653,121.50014
24.99202,121.51563
25.05894,121.45117
25.05248,121.46527
25.01677,121.51528
25.17476,121.43155
25.0156,121.46709
25.03615,121.47973
24.99977,121.47808
24.97904,121.44254
25.01666,121.45064
24.96991,121.54617
25.03961,121.44962
24.93614,121.36941
25.08871,121.4646
25.06754,121.37134
25.08415,121.48554
25.00256,121.45079
25.07843,121.43565
24.97512,121.45874
25.18995,121.4306
25.19623,121.43286
25.20125,121.43502
25.17653,121.45613
25.18345,121.44837
25.00149,121.45924
25.08881,121.43079
25.03463,121.47919
24.97499,121.40023
24.9917,121.4575
25.05899,121.48255
24.96886,121.51505
25.09044,121.44192
25.19524,121.42793
24.96316,121.54009
25.00774,121.49321
25.01606,121.47346
24.99373,121.46253
25.02046,121.48594
24.95134,121.35775
25.00387,121.45516
24.98263,121.5336
25.0235,121.46745
25.0129,121.48592
24.98039,121.46062
24.96591,121.54323
25.16064,121.41938
25.06484,121.47942
24.96045,121.41212
25.05426,121.44407
25.09398,121.47126
24.95446,121.55947
25.17457,121.45236
25.01927,121.4653
25.19783,121.43878
24.97955,121.55234
24.96261,121.51267
25.00801,121.41481
24.98539,121.50701
24.93701,121.37324
25.03183,121.4612
25.15697,121.40588
25.02565,121.47465
25.06667,121.36453
25.08452,121.38983
24.95091,121.5474
25.00221,121.49587
25.19985,121.42891
24.99039,121.52549
25.02336,121.47109
25.00868,121.47475
25.07486,121.49488
24.97996,121.50873
25.06809,121.62697
25.05052,121.49138
25.07016,121.35995
25.17594,121.42851
25.06894,121.63748
25.19254,121.44185
25.18623,121.43736
25.05572,121.44957
25.01409,121.47124
24.99864,121.44139
25.08119,121.48461
25.06795,121.66168
24.99546,121.4291
25.00452,121.5079
25.06414,121.426
24.99778,121.51968
25.02402,121.46828
25.00559,121.48921
24.9395,121.33867
24.9794,121.51555
24.9845,121.52793
