WKT,行政區,場所名稱,場所地址,管理單位,連絡電話,場所開放時間,飲水台數,設置地點,緯度,經度,名稱,說明,鄉鎮市區,地址,描述,聯絡電話,開放星期(一),開放時間(一),開放星期(二),開放時間(二),冰,溫,熱,WGS84_X,WGS84_Y
"POINT (121.4998485 25.03328217)",萬華,交通部臺灣鐵路管理局-萬華火車站,臺北市萬華區康定路382號,交通部臺灣鐵路管理局-萬華火車站,02-21910096,依據起訖班車時間,8.0,建物內,25.03328217,121.4998485,,,,,,,,,,,,,,,
"POINT (121.5169541 25.04779348)",中正,交通部臺灣鐵路管理局-臺北火車站,臺北市中正區北平西路3號,交通部臺灣鐵路管理局-臺北火車站,02-21910096,依據起訖班車時間,11.0,建物內,25.04779348,121.5169541,,,,,,,,,,,,,,,
"POINT (121.5526977 25.06756638)",松山,臺北松山機場,臺北市松山區敦化北路340號之9,臺北松山機場,02-87703460,依據起訖班機時間,36.0,建物內,25.06756638,121.5526977,,,,,,,,,,,,,,,
"POINT (121.5187093 25.04885361)",中山,臺北轉運站,臺北市中山區市民大道1段209號14樓,臺北轉運站,02-77335888,依據起訖班車時間,4.0,建物內,25.04885361,121.5187093,,,,,,,,,,,,,,,
"POINT (121.5149425 25.09723619)",士林,臺北市兒童新樂園,臺北市士林區承德路5段55號,臺北市兒童新樂園,02-28333823#105,週一至週日09:00–17:00 ,21.0,建物內,25.09723619,121.5149425,,,,,,,,,,,,,,,
"POINT (121.5183641 25.09581585)",士林,臺北市立天文科學教育館,臺北市士林區基河路363號,臺北市立天文科學教育館,02-28314551,週二至週日09:00–17:00 ,8.0,建物內,25.09581585,121.5183641,,,,,,,,,,,,,,,
"POINT (121.5329255 25.11344568)",士林,臺北市天母棒球場,臺北市士林區忠誠路2段77號,臺北市天母棒球場,02-28736548#101,參考該網站資訊,12.0,建物內,25.11344568,121.5329255,,,,,,,,,,,,,,,
"POINT (121.5164735 25.09626003)",士林,國立臺灣科學教育館,臺北市士林區士商路189號,國立臺灣科學教育館,02-66101234#1000,週二至週五09:00~17:00  
週六至週日09:00~18:00,22.0,建物內,25.09626003,121.5164735,,,,,,,,,,,,,,,
"POINT (121.5484918 25.10235446)",士林,國立故宮博物院,臺北市士林區至善路二段221號,國立故宮博物院,02-28812021,週日至週四08:30~18:30  
週五至週六08:30~21:00,5.0,建物內,25.10235446,121.5484918,,,,,,,,,,,,,,,
"POINT (121.5430698 25.0345272)",大安,客家文化會館 ,臺北市信義路三段157巷11號,客家文化會館 ,02-27026141,週一至週日09:00~21:00,4.0,建物內,25.0345272,121.5430698,,,,,,,,,,,,,,,
"POINT (121.5308363 25.07113917)",中山,臺北花博夢想館,臺北市中山區濱江街12號,臺北花博夢想館,02-21828886,參考最新展演活動資訊,1.0,建物內,25.07113917,121.5308363,,,,,,,,,,,,,,,
"POINT (121.5207546 25.06963035)",中山,臺北花博爭艷館,臺北市中山區玉門街1號,臺北花博爭艷館,02-21828886,參考最新展演活動資訊,3.0,建物內,25.06963035,121.5207546,,,,,,,,,,,,,,,
"POINT (121.5248099 25.07241205)",中山,臺北市立美術館,臺北市中山北路三段181號,臺北市立美術館,02-25957656,週二至週日09:30–17:30,8.0,建物內,25.07241205,121.5248099,,,,,,,,,,,,,,,
"POINT (121.5094601 25.03185189)",中正,臺北植物園,臺北市中正區南海路53號,臺北植物園,02-23039978#1420,週一至週日05:30~22:00,12.0,建物內,25.03185189,121.5094601,,,,,,,,,,,,,,,
"POINT (121.5253578 25.02025133)",中正,臺北市客家文化主題公園,臺北市中正區汀州路三段2號,臺北市客家文化主題公園,02-23691198,週二至週日09:00~18:00,6.0,建物內,25.02025133,121.5253578,,,,,,,,,,,,,,,
"POINT (121.5222553 25.03898129)",中正,臺北市青少年發展處,臺北市中正區仁愛路一段17號,臺北市青少年發展處,02-23514078,週一至週日09:00~21:00,5.0,建物內,25.03898129,121.5222553,,,,,,,,,,,,,,,
"POINT (121.5096791 25.04318953)",中正,臺北市中山堂,臺北市中正區延平南路98號,臺北市中山堂,02-23813137,週一至週日09:30–21:00 ,1.0,建物內,25.04318953,121.5096791,,,,,,,,,,,,,,,
"POINT (121.5147654 25.03166494)",中正,郵政博物館,臺北市中正區重慶南路二段45號,郵政博物館,02-23945185,週二至週日09:00–17:00 ,6.0,建物內,25.03166494,121.5147654,,,,,,,,,,,,,,,
"POINT (121.5082774 25.03934054)",中正,國軍歷史文物館,臺北市中正區貴陽街一段243號,國軍歷史文物館,02-23315730,週一至週五09:00~16:00,1.0,建物內,25.03934054,121.5082774,,,,,,,,,,,,,,,
"POINT (121.5150333 25.04275498)",中正,國立臺灣博物館,臺北市中正區襄陽路2號,國立臺灣博物館,02-23822566,週二至週日09:30–17:00 ,3.0,建物內,25.04275498,121.5150333,,,,,,,,,,,,,,,
"POINT (121.5217809 25.03461221)",中正,國立中正紀念堂,臺北市中正區中山南路21號,國立中正紀念堂,02-23431100#1169,週一至週日09:00–18:00 ,13.0,建物內,25.03461221,121.5217809,,,,,,,,,,,,,,,
"POINT (121.5810358 24.99834644)",文山,臺北市立動物園,臺北市文山區新光路二段30號,臺北市立動物園,02-29382300#630,週一至週日09:00~17:00,17.0,建物內,24.99834644,121.5810358,,,,,,,,,,,,,,,
"POINT (121.483807 25.13454596)",北投,捷運北投會館,臺北市北投區大業路527巷88號,捷運北投會館,02-28930105,週一至週五15:00~22:00
例假日及寒、暑假：09:00~22:00,37.0,建物內,25.13454596,121.483807,,,,,,,,,,,,,,,
"POINT (121.5023844 25.1389943)",北投,北投復興公園,臺北市北投區中和街200號,北投復興公園,0979-185878,週二至週日08:00~18:00,1.0,建物內,25.1389943,121.5023844,,,,,,,,,,,,,,,
"POINT (121.5520834 25.05130579)",松山,臺北體育館,臺北市松山區南京東路4段10號,臺北體育館,02-2570 2330#6512,週一至週日06:00~22:00,10.0,建物內,25.05130579,121.5520834,,,,,,,,,,,,,,,
"POINT (121.5514148 25.04958342)",松山,臺北田徑場,臺北市松山區敦化北路3號,臺北田徑場,02-25702330,週一至週日05:00~09:00，18:00~22:00,10.0,建物內,25.04958342,121.5514148,,,,,,,,,,,,,,,
"POINT (121.5522834 25.04838952)",松山,臺北市藝文推廣處,臺北市松山區八德路三段25號,臺北市藝文推廣處,02-25775931,週二至週日09:00–21:00 ,16.0,建物內,25.04838952,121.5522834,,,,,,,,,,,,,,,
"POINT (121.5498516 25.05110203)",松山,臺北小巨蛋,臺北市南京東路4段2號,臺北小巨蛋,02-25783536,週一至週日09:00~22:00,11.0,建物內,25.05110203,121.5498516,,,,,,,,,,,,,,,
"POINT (121.5602446 25.04003193)",信義,國立國父紀念館,臺北市信義區仁愛路四段505號,國立國父紀念館,02-27588008#596,週一至週日09:00–18:00 ,11.0,建物內,25.04003193,121.5602446,,,,,,,,,,,,,,,
"POINT (121.6181158 25.056602)",南港,南港展覽館,臺北市南港區經貿二路1號,南港展覽館,02-27255200,週一至週日07:00~22:00,26.0,建物內,25.056602,121.6181158,,,,,,,,,,,,,,,
"POINT (121.5068245 25.04033209)",萬華,臺北市立文獻館,臺北市萬華區中華路1段174-1號,臺北市立文獻館,02-23115355,週一至週五08:30–17:30,2.0,建物內,25.04033209,121.5068245,,,,,,,,,,,,,,,
"POINT (120.138741 23.140232 0.0)",,,,,,,,,,,臺南市七股區衛生所,鄉鎮市區: 七股區
地址: 大埕里379號
描述: 二樓哺乳室
聯絡電話: 06-7872277
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.138741
WGS84_Y: 23.140232,七股區,大埕里379號,二樓哺乳室,06-7872277,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.138741,23.140232
"POINT (120.13937 23.1407 0.0)",,,,,,,,,,,臺南市佳里戶政事務所七股辦公處,鄉鎮市區: 七股區
地址: 大埕里376號
描述: 入口右側飲水機
聯絡電話: 06-7874850
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:30
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.139370
WGS84_Y: 23.140700,七股區,大埕里376號,入口右側飲水機,06-7874850,星期一~星期五,08:00~17:30,-,-,TRUE,TRUE,TRUE,120.139370,23.140700
"POINT (120.099414 23.15364 0.0)",,,,,,,,,,,七股鹽場,鄉鎮市區: 七股區
地址: 鹽埕里66號
描述: -
聯絡電話: 06-7800511
開放星期(一): 星期一~星期日
開放時間(一): 09:00~17:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: FALSE
熱: FALSE
WGS84_X: 120.099414
WGS84_Y: 23.153640,七股區,鹽埕里66號,-,06-7800511,星期一~星期日,09:00~17:00,-,-,FALSE,FALSE,FALSE,120.099414,23.153640
"POINT (120.141271 23.18312 0.0)",,,,,,,,,,,後港西唐安宮,鄉鎮市區: 七股區
地址: 後港里17鄰港西73號
描述: 廟內龍邊
聯絡電話: 06-7944748
開放星期(一): 星期一~星期日
開放時間(一): 08:00~22:00
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: TRUE
WGS84_X: 120.141271
WGS84_Y: 23.183120,七股區,後港里17鄰港西73號,廟內龍邊,06-7944748,星期一~星期日,08:00~22:00,-,-,FALSE,TRUE,TRUE,120.141271,23.183120
"POINT (120.129976 23.192175 0.0)",,,,,,,,,,,大潭里里長辦公處,鄉鎮市區: 七股區
地址: 大潭里頂潭37號
描述: 辦公室內
聯絡電話: -
開放星期(一): -
開放時間(一): -
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: FALSE
WGS84_X: 120.129976
WGS84_Y: 23.192175,七股區,大潭里頂潭37號,辦公室內,-,-,-,-,-,FALSE,TRUE,FALSE,120.129976,23.192175
"POINT (120.156872 23.114604 0.0)",,,,,,,,,,,樹林里里長辦公處,鄉鎮市區: 七股區
地址: 樹林里樹林5-8號
描述: 辦公室內
聯絡電話: -
開放星期(一): -
開放時間(一): -
開放星期(二): -
開放時間(二): -
冰: FALSE
溫: TRUE
熱: FALSE
WGS84_X: 120.156872
WGS84_Y: 23.114604,七股區,樹林里樹林5-8號,辦公室內,-,-,-,-,-,FALSE,TRUE,FALSE,120.156872,23.114604
"POINT (120.093662 23.136049 0.0)",,,,,,,,,,,海巡署下山安檢所,鄉鎮市區: 七股區
地址: 龍山里232號
描述: 請詢問值班人員
聯絡電話: 06-7872504
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.093662
WGS84_Y: 23.136049,七股區,龍山里232號,請詢問值班人員,06-7872504,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.093662,23.136049
"POINT (120.088565 23.123641 0.0)",,,,,,,,,,,海巡署下山安檢所海寮執檢站,鄉鎮市區: 七股區
地址: 龍山里22鄰龍山225-3號
描述: 請詢問值班人員
聯絡電話: 06-7873002
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.088565
WGS84_Y: 23.123641,七股區,龍山里22鄰龍山225-3號,請詢問值班人員,06-7873002,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.088565,23.123641
"POINT (120.052151 23.113244 0.0)",,,,,,,,,,,海巡署北堤安檢所,鄉鎮市區: 七股區
地址: 海埔11-30號
描述: 請詢問值班人員
聯絡電話: 06-7880173
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.052151
WGS84_Y: 23.113244,七股區,海埔11-30號,請詢問值班人員,06-7880173,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.052151,23.113244
"POINT (120.07827 23.17245 0.0)",,,,,,,,,,,海巡署西寮安檢所,鄉鎮市區: 七股區
地址: 西寮里53-50號
描述: 請詢問值班人員
聯絡電話: 06-7800360
開放星期(一): 星期一~星期日
開放時間(一): 全天
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.078270
WGS84_Y: 23.172450,七股區,西寮里53-50號,請詢問值班人員,06-7800360,星期一~星期日,全天,-,-,TRUE,TRUE,TRUE,120.078270,23.172450
"POINT (120.14248 23.14325 0.0)",,,,,,,,,,,臺南市政府消防局第三大隊七股分隊,鄉鎮市區: 七股區
地址: 大埕里295號
描述: 請詢問值班人員
聯絡電話: 06-7873482
開放星期(一): 星期一~星期日
開放時間(一): 06:00~22:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.142480
WGS84_Y: 23.143250,七股區,大埕里295號,請詢問值班人員,06-7873482,星期一~星期日,06:00~22:00,-,-,TRUE,TRUE,TRUE,120.142480,23.143250
"POINT (120.139136 23.140381 0.0)",,,,,,,,,,,臺南市七股區公所,鄉鎮市區: 七股區
地址: 大埕里377號
描述: 入口左側茶水間
聯絡電話: 06-7872611
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.139136
WGS84_Y: 23.140381,七股區,大埕里377號,入口左側茶水間,06-7872611,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.139136,23.140381
"POINT (120.138318 23.139385 0.0)",,,,,,,,,,,七股國民小學,鄉鎮市區: 七股區
地址: 大埕里395號
描述: -
聯絡電話: 06-7872076
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.138318
WGS84_Y: 23.139385,七股區,大埕里395號,-,06-7872076,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.138318,23.139385
"POINT (120.11693 23.101872 0.0)",,,,,,,,,,,三股國民小學,鄉鎮市區: 七股區
地址: 三股里100號
描述: -
聯絡電話: 06-7880744
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.116930
WGS84_Y: 23.101872,七股區,三股里100號,-,06-7880744,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.116930,23.101872
"POINT (120.153245 23.150503 0.0)",,,,,,,,,,,大文國民小學,鄉鎮市區: 七股區
地址: 大寮里36之2號
描述: -
聯絡電話: 06-7872730
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.153245
WGS84_Y: 23.150503,七股區,大寮里36之2號,-,06-7872730,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.153245,23.150503
"POINT (120.107495 23.149765 0.0)",,,,,,,,,,,光復生態實驗小學,鄉鎮市區: 七股區
地址: 鹽埕里1號
描述: -
聯絡電話: 06-7800530
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.107495
WGS84_Y: 23.149765,七股區,鹽埕里1號,-,06-7800530,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.107495,23.149765
"POINT (120.159161 23.10191 0.0)",,,,,,,,,,,竹橋國民小學,鄉鎮市區: 七股區
地址: 竹橋里130號
描述: -
聯絡電話: 06-7891041
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.159161
WGS84_Y: 23.101910,七股區,竹橋里130號,-,06-7891041,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.159161,23.101910
"POINT (120.098465 23.094064 0.0)",,,,,,,,,,,建功國民小學,鄉鎮市區: 七股區
地址: 十份里74之1號
描述: -
聯絡電話: 06-7880114
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.098465
WGS84_Y: 23.094064,七股區,十份里74之1號,-,06-7880114,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.098465,23.094064
"POINT (120.136885 23.184202 0.0)",,,,,,,,,,,後港國民小學,鄉鎮市區: 七股區
地址: 大潭里台潭1號
描述: -
聯絡電話: 06-7941305
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.136885
WGS84_Y: 23.184202,七股區,大潭里台潭1號,-,06-7941305,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.136885,23.184202
"POINT (120.15449 23.111828 0.0)",,,,,,,,,,,樹林國民小學,鄉鎮市區: 七股區
地址: 樹林里65之11號
描述: -
聯絡電話: 06-7891031
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.154490
WGS84_Y: 23.111828,七股區,樹林里65之11號,-,06-7891031,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.154490,23.111828
"POINT (120.13534 23.160412 0.0)",,,,,,,,,,,篤加國民小學,鄉鎮市區: 七股區
地址: 篤加里120號
描述: -
聯絡電話: 06-7872536
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.135340
WGS84_Y: 23.160412,七股區,篤加里120號,-,06-7872536,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.135340,23.160412
"POINT (120.115837 23.136969 0.0)",,,,,,,,,,,龍山國民小學,鄉鎮市區: 七股區
地址: 龍山里12號
描述: -
聯絡電話: 06-7872108
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.115837
WGS84_Y: 23.136969,七股區,龍山里12號,-,06-7872108,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.115837,23.136969
"POINT (120.142094 23.101908 0.0)",,,,,,,,,,,竹橋國民中學,鄉鎮市區: 七股區
地址: 義合里74之2號
描述: -
聯絡電話: 06-7891733
開放星期(一): 星期一~星期五
開放時間(一): 08:00~17:00
開放星期(二): -
開放時間(二): -
冰: TRUE
溫: TRUE
熱: TRUE
WGS84_X: 120.142094
WGS84_Y: 23.101908,七股區,義合里74之2號,-,06-7891733,星期一~星期五,08:00~17:00,-,-,TRUE,TRUE,TRUE,120.142094,23.101908
"POINT (120.143395 23.141847 0.0)",,,,,,,,,,,昭明國民中學,鄉鎮市區: 七股區
